record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
30672,4,31,2000,15,PP,F,20,18
30673,4,31,2000,15,PP,F,20,16
30674,4,31,2000,15,PP,M,21,23
30883,6,4,2000,15,PP,F,22,19
30884,6,4,2000,15,PP,M,22,13
30885,6,4,2000,15,PP,F,22,15
30888,6,4,2000,15,PP,F,21,16
30889,6,4,2000,15,PP,F,21,16
31079,7,2,2000,15,PP,M,20,14
31080,7,2,2000,15,PP,M,20,12
31081,7,2,2000,15,PP,F,20,17
31082,7,2,2000,15,PP,M,21,14
31083,7,2,2000,15,PP,M,21,16
31084,7,2,2000,15,PP,F,20,15
31086,7,2,2000,15,PP,F,20,13
31087,7,2,2000,15,PP,F,20,16
31359,8,26,2000,15,PP,M,21,18
31360,8,26,2000,15,PP,F,21,14
31362,8,26,2000,15,PP,F,21,16
31363,8,26,2000,15,PP,M,20,15
31364,8,26,2000,15,PP,F,21,16
31365,8,26,2000,15,PP,M,21,15
31496,9,31,2000,15,PP,F,22,14
31497,9,31,2000,15,PP,F,22,15
31606,11,26,2000,15,PP,M,18,11
31848,3,4,2001,15,PP,M,22,14
31928,3,25,2001,15,PP,M,23,19
31929,3,25,2001,15,PP,F,22,13
32027,4,22,2001,15,PP,M,22,20
32028,4,22,2001,15,PP,M,21,18
32030,4,22,2001,15,PP,M,22,23
32031,4,22,2001,15,PP,M,22,22
32145,5,27,2001,15,PP,F,21,19
32147,5,27,2001,15,PP,F,22,21
32347,7,22,2001,15,PP,F,21,20
32349,7,22,2001,15,PP,M,22,17
32350,7,22,2001,15,PP,F,23,20
32351,7,22,2001,15,PP,M,22,17
32353,7,22,2001,15,PP,F,21,21
32354,7,22,2001,15,PP,F,22,21
32357,7,22,2001,15,PP,F,22,16
32581,8,26,2001,15,PP,F,21,16
32582,8,26,2001,15,PP,F,22,18
32584,8,26,2001,15,PP,F,23,17
32789,9,23,2001,15,PP,F,22,13
32791,9,23,2001,15,PP,M,22,15
33006,10,14,2001,15,PP,M,22,14
33007,10,14,2001,15,PP,F,22,14
33012,10,14,2001,15,PP,M,22,14
33726,3,14,2002,15,PP,M,22,17
33727,3,14,2002,15,PP,F,22,15
33904,4,17,2002,15,PP,F,22,17
33905,4,17,2002,15,PP,M,23,18
33909,4,17,2002,15,PP,F,22,15
33910,4,17,2002,15,PP,M,22,20
33911,4,17,2002,15,PP,F,22,18
34165,5,16,2002,15,PP,F,21,15
34168,5,16,2002,15,PP,F,22,20
34169,5,16,2002,15,PP,M,23,18
34170,5,16,2002,15,PP,F,21,20
34390,6,16,2002,15,PP,M,22,10
34393,6,16,2002,15,PP,F,22,19
34399,6,16,2002,15,PP,M,22,16
34400,6,16,2002,15,PP,M,22,22
34402,6,16,2002,15,PP,M,25,18
34648,7,14,2002,15,PP,F,22,15
34650,7,14,2002,15,PP,F,23,17
34651,7,14,2002,15,PP,M,20,17
34655,7,14,2002,15,PP,F,21,18
34660,7,14,2002,15,PP,M,22,17
34933,10,6,2002,15,PP,F,21,16
34938,10,6,2002,15,PP,F,23,19
31085,7,2,2000,15,SH,M,25,51
33902,4,17,2002,15,SH,M,26,51
33908,4,17,2002,15,SH,M,28,55
34658,7,14,2002,15,SH,M,27,57
30277,1,10,2000,15,OT,F,20,19
30567,3,5,2000,15,OT,M,20,26
30670,4,31,2000,15,OT,F,19,38
31361,8,26,2000,15,OT,F,21,30
31494,9,31,2000,15,OT,M,20,20
31495,9,31,2000,15,OT,F,20,24
31607,11,26,2000,15,OT,F,19,25
31706,12,23,2000,15,OT,F,21,25
31707,12,23,2000,15,OT,M,20,19
31786,1,22,2001,15,OT,M,21,22
31849,3,4,2001,15,OT,F,20,24
31930,3,25,2001,15,OT,F,20,42
32026,4,22,2001,15,OT,M,21,29
32797,9,23,2001,15,OT,M,20,24
33008,10,14,2001,15,OT,M,20,14
33009,10,14,2001,15,OT,M,20,14
33010,10,14,2001,15,OT,F,20,20
33209,11,18,2001,15,OT,F,20,19
34700,9,10,2002,15,OT,F,20,31
35175,11,10,2002,15,DO,F,34,42
33551,2,10,2002,15,RM,F,17,7
33554,2,10,2002,15,RM,F,17,10
33730,3,14,2002,15,RM,F,17,7
32144,5,27,2001,15,PB,M,26,40
32348,7,22,2001,15,PB,M,26,29
32352,7,22,2001,15,PB,F,27,30
32583,8,26,2001,15,PB,F,27,34
32585,8,26,2001,15,PB,M,26,32
32790,9,23,2001,15,PB,M,25,27
32792,9,23,2001,15,PB,M,26,33
32794,9,23,2001,15,PB,F,26,27
32796,9,23,2001,15,PB,F,26,32
33011,10,14,2001,15,PB,F,26,28
33013,10,14,2001,15,PB,M,26,35
33210,11,18,2001,15,PB,M,27,38
33212,11,18,2001,15,PB,F,26,29
33550,2,10,2002,15,PB,F,25,31
33555,2,10,2002,15,PB,M,27,45
33728,3,14,2002,15,PB,F,26,34
33729,3,14,2002,15,PB,M,26,43
33906,4,17,2002,15,PB,F,27,43
33907,4,17,2002,15,PB,M,25,23
33912,4,17,2002,15,PB,F,26,19
34166,5,16,2002,15,PB,M,25,24
34167,5,16,2002,15,PB,F,27,33
34172,5,16,2002,15,PB,F,27,23
34388,6,16,2002,15,PB,F,26,37
34391,6,16,2002,15,PB,M,26,17
34392,6,16,2002,15,PB,M,26,26
34394,6,16,2002,15,PB,F,26,19
34396,6,16,2002,15,PB,F,26,29
34397,6,16,2002,15,PB,F,26,17
34398,6,16,2002,15,PB,F,25,16
34401,6,16,2002,15,PB,F,26,26
34649,7,14,2002,15,PB,F,24,25
34652,7,14,2002,15,PB,F,25,29
34653,7,14,2002,15,PB,F,25,29
34656,7,14,2002,15,PB,M,25,29
34657,7,14,2002,15,PB,M,26,29
34659,7,14,2002,15,PB,F,25,23
34698,9,10,2002,15,PB,F,24,37
34701,9,10,2002,15,PB,M,25,32
34702,9,10,2002,15,PB,F,27,38
34928,10,6,2002,15,PB,F,26,22
34929,10,6,2002,15,PB,F,26,32
34931,10,6,2002,15,PB,F,26,31
34932,10,6,2002,15,PB,F,27,33
34934,10,6,2002,15,PB,F,26,27
34935,10,6,2002,15,PB,M,26,35
35173,11,10,2002,15,PB,F,26,27
35174,11,10,2002,15,PB,F,25,31
35176,11,10,2002,15,PB,F,26,36
35177,11,10,2002,15,PB,F,24,33
35178,11,10,2002,15,PB,F,26,30
35179,11,10,2002,15,PB,F,25,22
35180,11,10,2002,15,PB,M,26,38
35372,12,8,2002,15,PB,F,26,38
35373,12,8,2002,15,PB,F,27,25
35375,12,8,2002,15,PB,M,26,36
35376,12,8,2002,15,PB,F,25,31
35377,12,8,2002,15,PB,M,28,38
35378,12,8,2002,15,PB,F,26,29
35380,12,8,2002,15,PB,F,25,32
35381,12,8,2002,15,PB,F,25,30
35538,12,31,2002,15,PB,F,26,31
35540,12,31,2002,15,PB,F,26,23
35541,12,31,2002,15,PB,F,24,31
35542,12,31,2002,15,PB,F,26,29
35543,12,31,2002,15,PB,F,27,34
32072,5,26,2001,17,NL,M,32,127
33075,11,17,2001,17,NL,F,33,158
33272,12,15,2001,17,NL,F,32,156
33452,2,9,2002,17,NL,F,29,154
33933,4,17,2002,17,NL,F,30,174
34012,5,15,2002,17,NL,M,31,169
34688,9,8,2002,17,NL,M,32,162
34796,10,5,2002,17,NL,M,34,200
30196,1,8,2000,17,DM,M,37,52
30197,1,8,2000,17,DM,F,34,43
30328,2,5,2000,17,DM,F,34,42
30331,2,5,2000,17,DM,M,34,36
30470,3,4,2000,17,DM,F,34,41
30471,3,4,2000,17,DM,F,36,44
30472,3,4,2000,17,DM,M,36,49
30473,3,4,2000,17,DM,M,37,33
30475,3,4,2000,17,DM,M,36,49
30477,3,4,2000,17,DM,M,36,40
30604,4,30,2000,17,DM,F,32,33
30605,4,30,2000,17,DM,M,37,52
30606,4,30,2000,17,DM,F,33,29
30647,4,30,2000,17,DM,M,37,46
30648,4,30,2000,17,DM,F,36,46
30767,6,3,2000,17,DM,F,34,38
30768,6,3,2000,17,DM,M,37,43
30772,6,3,2000,17,DM,F,35,43
30969,7,1,2000,17,DM,M,36,48
30974,7,1,2000,17,DM,F,36,43
30978,7,1,2000,17,DM,M,36,45
30979,7,1,2000,17,DM,F,34,43
31134,7,22,2000,17,DM,F,34,42
31136,7,22,2000,17,DM,M,37,46
31137,7,22,2000,17,DM,M,37,45
31141,7,22,2000,17,DM,F,37,51
31260,8,25,2000,17,DM,M,37,43
31261,8,25,2000,17,DM,M,37,47
31263,8,25,2000,17,DM,F,35,38
31267,8,25,2000,17,DM,F,36,45
31411,9,30,2000,17,DM,F,34,42
31412,9,30,2000,17,DM,M,35,43
31413,9,30,2000,17,DM,F,36,43
31415,9,30,2000,17,DM,F,37,34
31416,9,30,2000,17,DM,M,37,42
31419,9,30,2000,17,DM,M,37,47
31420,9,30,2000,17,DM,M,36,47
31536,11,25,2000,17,DM,M,37,47
31538,11,25,2000,17,DM,M,38,45
31539,11,25,2000,17,DM,F,34,42
31540,11,25,2000,17,DM,F,36,42
31541,11,25,2000,17,DM,F,35,42
31542,11,25,2000,17,DM,M,36,49
31645,12,22,2000,17,DM,M,36,50
31646,12,22,2000,17,DM,F,36,42
31647,12,22,2000,17,DM,F,35,43
31648,12,22,2000,17,DM,M,36,47
31650,12,22,2000,17,DM,M,36,48
31652,12,22,2000,17,DM,M,36,45
31731,1,21,2001,17,DM,M,37,49
31732,1,21,2001,17,DM,M,36,48
31733,1,21,2001,17,DM,F,37,43
31734,1,21,2001,17,DM,F,37,41
31736,1,21,2001,17,DM,F,34,41
31802,3,3,2001,17,DM,F,38,58
31805,3,3,2001,17,DM,F,37,41
31806,3,3,2001,17,DM,F,36,40
31871,3,24,2001,17,DM,F,37,55
31874,3,24,2001,17,DM,F,37,48
31875,3,24,2001,17,DM,M,38,48
31877,3,24,2001,17,DM,M,38,45
31878,3,24,2001,17,DM,F,38,56
31879,3,24,2001,17,DM,F,35,45
31962,4,21,2001,17,DM,F,37,50
31965,4,21,2001,17,DM,M,36,49
31966,4,21,2001,17,DM,M,36,49
31968,4,21,2001,17,DM,M,36,37
31970,4,21,2001,17,DM,F,36,50
31971,4,21,2001,17,DM,M,35,50
31972,4,21,2001,17,DM,M,37,50
32063,5,26,2001,17,DM,M,36,52
32064,5,26,2001,17,DM,M,36,48
32066,5,26,2001,17,DM,M,37,46
32067,5,26,2001,17,DM,F,36,41
32068,5,26,2001,17,DM,M,35,47
32070,5,26,2001,17,DM,F,37,47
32071,5,26,2001,17,DM,M,37,49
32189,6,25,2001,17,DM,M,36,29
32191,6,25,2001,17,DM,F,36,51
32192,6,25,2001,17,DM,M,35,47
32193,6,25,2001,17,DM,M,37,40
32195,6,25,2001,17,DM,M,37,46
32196,6,25,2001,17,DM,F,35,43
32197,6,25,2001,17,DM,M,37,50
32198,6,25,2001,17,DM,M,37,50
32199,6,25,2001,17,DM,M,37,30
32200,6,25,2001,17,DM,F,37,46
32422,8,25,2001,17,DM,M,36,41
32424,8,25,2001,17,DM,F,36,50
32427,8,25,2001,17,DM,M,36,49
32431,8,25,2001,17,DM,M,36,44
32639,9,22,2001,17,DM,M,36,44
32643,9,22,2001,17,DM,F,35,57
32644,9,22,2001,17,DM,M,35,48
32645,9,22,2001,17,DM,F,33,26
32647,9,22,2001,17,DM,M,36,49
32651,9,22,2001,17,DM,F,33,21
32854,10,13,2001,17,DM,M,36,43
32859,10,13,2001,17,DM,F,36,45
32862,10,13,2001,17,DM,F,35,51
33069,11,17,2001,17,DM,F,37,48
33070,11,17,2001,17,DM,M,36,44
33071,11,17,2001,17,DM,F,36,44
33072,11,17,2001,17,DM,M,37,50
33264,12,15,2001,17,DM,F,34,46
33265,12,15,2001,17,DM,M,36,51
33268,12,15,2001,17,DM,F,36,46
33269,12,15,2001,17,DM,M,36,43
33365,1,12,2002,17,DM,M,37,49
33367,1,12,2002,17,DM,F,36,47
33369,1,12,2002,17,DM,F,37,48
33370,1,12,2002,17,DM,M,36,42
33445,2,9,2002,17,DM,F,37,49
33449,2,9,2002,17,DM,M,37,50
33450,2,9,2002,17,DM,F,35,46
33451,2,9,2002,17,DM,M,36,46
33608,3,13,2002,17,DM,M,36,50
33609,3,13,2002,17,DM,M,35,50
33611,3,13,2002,17,DM,F,35,47
33614,3,13,2002,17,DM,M,36,47
33616,3,13,2002,17,DM,M,37,46
33617,3,13,2002,17,DM,F,37,45
33618,3,13,2002,17,DM,M,35,46
33926,4,17,2002,17,DM,M,37,50
33929,4,17,2002,17,DM,M,36,56
33930,4,17,2002,17,DM,F,36,48
33931,4,17,2002,17,DM,F,37,47
34002,5,15,2002,17,DM,M,35,41
34003,5,15,2002,17,DM,M,36,54
34004,5,15,2002,17,DM,F,36,46
34008,5,15,2002,17,DM,M,36,51
34009,5,15,2002,17,DM,F,36,47
34011,5,15,2002,17,DM,M,35,46
34245,6,15,2002,17,DM,M,37,50
34247,6,15,2002,17,DM,F,38,50
34253,6,15,2002,17,DM,F,36,50
34255,6,15,2002,17,DM,M,36,51
34256,6,15,2002,17,DM,F,36,26
34477,7,13,2002,17,DM,M,36,54
34480,7,13,2002,17,DM,F,36,49
34482,7,13,2002,17,DM,M,35,42
34488,7,13,2002,17,DM,F,36,52
34685,9,8,2002,17,DM,F,37,50
34687,9,8,2002,17,DM,M,35,47
34791,10,5,2002,17,DM,M,34,20
34792,10,5,2002,17,DM,F,35,54
34793,10,5,2002,17,DM,F,35,50
34996,11,9,2002,17,DM,M,33,47
34997,11,9,2002,17,DM,M,36,44
35004,11,9,2002,17,DM,M,35,46
35214,12,7,2002,17,DM,M,34,46
35217,12,7,2002,17,DM,M,34,46
35218,12,7,2002,17,DM,M,34,40
35219,12,7,2002,17,DM,F,36,44
35436,12,29,2002,17,DM,F,34,32
35437,12,29,2002,17,DM,M,35,42
35440,12,29,2002,17,DM,F,27,44
35441,12,29,2002,17,DM,M,34,47
35444,12,29,2002,17,DM,F,36,47
35445,12,29,2002,17,DM,M,33,39
32425,8,25,2001,17,PF,F,15,16
30198,1,8,2000,17,PP,M,22,16
30330,2,5,2000,17,PP,F,22,16
30474,3,4,2000,17,PP,M,22,19
30770,6,3,2000,17,PP,M,22,22
30771,6,3,2000,17,PP,M,23,15
30773,6,3,2000,17,PP,F,20,11
30774,6,3,2000,17,PP,M,22,18
30775,6,3,2000,17,PP,F,22,19
30971,7,1,2000,17,PP,F,21,15
30972,7,1,2000,17,PP,M,21,14
30973,7,1,2000,17,PP,F,22,22
30975,7,1,2000,17,PP,M,21,21
30977,7,1,2000,17,PP,M,22,18
30980,7,1,2000,17,PP,F,20,11
31135,7,22,2000,17,PP,F,22,14
31139,7,22,2000,17,PP,M,21,18
31140,7,22,2000,17,PP,F,21,15
31262,8,25,2000,17,PP,F,22,14
31265,8,25,2000,17,PP,M,22,19
31876,3,24,2001,17,PP,M,16,13
31963,4,21,2001,17,PP,M,22,18
31964,4,21,2001,17,PP,F,22,20
32069,5,26,2001,17,PP,F,22,19
32188,6,25,2001,17,PP,F,23,18
32190,6,25,2001,17,PP,F,21,10
32420,8,25,2001,17,PP,M,21,16
32423,8,25,2001,17,PP,F,22,20
32426,8,25,2001,17,PP,M,22,15
32642,9,22,2001,17,PP,M,23,18
32649,9,22,2001,17,PP,M,22,17
32650,9,22,2001,17,PP,F,22,18
33444,2,9,2002,17,PP,F,22,17
33615,3,13,2002,17,PP,M,22,17
33925,4,17,2002,17,PP,F,22,19
33927,4,17,2002,17,PP,M,22,15
33932,4,17,2002,17,PP,M,22,20
34006,5,15,2002,17,PP,M,22,19
34007,5,15,2002,17,PP,F,21,18
34249,6,15,2002,17,PP,F,21,13
34251,6,15,2002,17,PP,F,21,17
34478,7,13,2002,17,PP,F,21,11
34483,7,13,2002,17,PP,F,22,16
34484,7,13,2002,17,PP,M,21,16
34487,7,13,2002,17,PP,F,20,16
34788,10,5,2002,17,PP,F,22,15
34794,10,5,2002,17,PP,M,21,16
34795,10,5,2002,17,PP,F,21,15
30478,3,4,2000,17,OT,M,20,24
30599,4,30,2000,17,OT,F,19,29
30601,4,30,2000,17,OT,M,21,30
30976,7,1,2000,17,OT,F,20,27
31264,8,25,2000,17,OT,F,21,24
31266,8,25,2000,17,OT,F,20,31
31417,9,30,2000,17,OT,F,20,27
31537,11,25,2000,17,OT,M,20,22
31649,12,22,2000,17,OT,M,21,22
31651,12,22,2000,17,OT,F,20,27
31653,12,22,2000,17,OT,M,20,21
31730,1,21,2001,17,OT,M,21,23
31735,1,21,2001,17,OT,F,20,26
31737,1,21,2001,17,OT,M,20,20
31804,3,3,2001,17,OT,M,21,27
31807,3,3,2001,17,OT,F,20,25
31872,3,24,2001,17,OT,F,22,26
31969,4,21,2001,17,OT,M,21,28
32857,10,13,2001,17,OT,F,20,21
32860,10,13,2001,17,OT,M,20,25
33074,11,17,2001,17,OT,M,21,22
33266,12,15,2001,17,OT,M,20,22
33267,12,15,2001,17,OT,F,20,19
33364,1,12,2002,17,OT,F,21,18
33447,2,9,2002,17,OT,M,21,25
33612,3,13,2002,17,OT,M,21,32
33619,3,13,2002,17,OT,F,21,26
34475,7,13,2002,17,OT,M,21,27
34992,11,9,2002,17,OT,F,19,30
35000,11,9,2002,17,OT,M,20,27
35213,12,7,2002,17,OT,M,21,25
30199,1,8,2000,17,DO,F,35,54
30329,2,5,2000,17,DO,F,35,54
30602,4,30,2000,17,DO,M,34,39
30603,4,30,2000,17,DO,M,33,38
30649,4,30,2000,17,DO,F,36,59
30769,6,3,2000,17,DO,M,35,24
30776,6,3,2000,17,DO,F,36,55
30970,7,1,2000,17,DO,M,34,51
31138,7,22,2000,17,DO,M,34,47
34248,6,15,2002,17,DO,M,36,50
31803,3,3,2001,17,RM,M,16,8
30200,1,8,2000,17,PB,M,26,31
30332,2,5,2000,17,PB,M,26,38
31414,9,30,2000,17,PB,F,26,30
32062,5,26,2001,17,PB,M,27,29
32194,6,25,2001,17,PB,M,27,37
32421,8,25,2001,17,PB,M,26,34
32428,8,25,2001,17,PB,M,27,35
32430,8,25,2001,17,PB,F,21,26
32432,8,25,2001,17,PB,M,29,42
32641,9,22,2001,17,PB,F,27,33
32646,9,22,2001,17,PB,M,27,41
32648,9,22,2001,17,PB,F,27,29
32856,10,13,2001,17,PB,F,27,31
32858,10,13,2001,17,PB,M,27,41
33068,11,17,2001,17,PB,M,27,41
33073,11,17,2001,17,PB,F,27,32
33270,12,15,2001,17,PB,M,27,45
33271,12,15,2001,17,PB,F,27,32
33366,1,12,2002,17,PB,F,27,31
33368,1,12,2002,17,PB,M,47,27
33446,2,9,2002,17,PB,M,26,47
33448,2,9,2002,17,PB,F,27,31
33610,3,13,2002,17,PB,F,27,36
33928,4,17,2002,17,PB,F,28,47
34005,5,15,2002,17,PB,F,26,35
34010,5,15,2002,17,PB,M,26,45
34244,6,15,2002,17,PB,M,27,47
34246,6,15,2002,17,PB,M,26,24
34250,6,15,2002,17,PB,F,27,38
34252,6,15,2002,17,PB,M,27,28
34254,6,15,2002,17,PB,F,26,25
34258,6,15,2002,17,PB,F,27,20
34476,7,13,2002,17,PB,M,26,28
34479,7,13,2002,17,PB,F,26,27
34485,7,13,2002,17,PB,F,27,26
34486,7,13,2002,17,PB,M,27,33
34489,7,13,2002,17,PB,F,27,25
34683,9,8,2002,17,PB,F,26,30
34686,9,8,2002,17,PB,F,26,31
34785,10,5,2002,17,PB,M,26,32
34786,10,5,2002,17,PB,F,27,39
34787,10,5,2002,17,PB,F,26,29
34993,11,9,2002,17,PB,F,27,32
34994,11,9,2002,17,PB,F,28,38
34995,11,9,2002,17,PB,F,26,30
34998,11,9,2002,17,PB,M,27,44
34999,11,9,2002,17,PB,F,27,29
35001,11,9,2002,17,PB,M,26,31
35002,11,9,2002,17,PB,F,26,25
35215,12,7,2002,17,PB,F,25,29
35216,12,7,2002,17,PB,M,26,30
35220,12,7,2002,17,PB,F,28,30
35221,12,7,2002,17,PB,F,27,38
35222,12,7,2002,17,PB,F,26,31
35438,12,29,2002,17,PB,F,25,31
35439,12,29,2002,17,PB,F,26,29
35442,12,29,2002,17,PB,F,27,30
35443,12,29,2002,17,PB,F,28,38
35446,12,29,2002,17,PB,M,26,33
35447,12,29,2002,17,PB,F,25,29
35448,12,29,2002,17,PB,M,27,45
31227,8,25,2000,12,NL,F,32,173
31398,9,30,2000,12,NL,F,31,164
31529,11,25,2000,12,NL,F,29,190
31638,12,22,2000,12,NL,F,30,212
31867,3,24,2001,12,NL,F,32,207
32051,5,26,2001,12,NL,F,30,204
32179,6,25,2001,12,NL,F,31,221
33049,11,17,2001,12,NL,M,33,280
34442,7,13,2002,12,NL,F,33,164
34677,9,8,2002,12,NL,F,32,210
34827,10,5,2002,12,NL,F,30,200
35036,11,9,2002,12,NL,F,36,188
35249,12,7,2002,12,NL,F,33,212
35415,12,29,2002,12,NL,F,33,200
30179,1,8,2000,12,DM,M,36,60
30313,2,5,2000,12,DM,F,36,47
30316,2,5,2000,12,DM,F,33,33
30453,3,4,2000,12,DM,F,35,33
30614,4,30,2000,12,DM,F,36,40
30615,4,30,2000,12,DM,M,34,18
30621,4,30,2000,12,DM,F,36,45
30742,6,3,2000,12,DM,F,36,47
30743,6,3,2000,12,DM,M,35,32
30925,7,1,2000,12,DM,M,36,39
30926,7,1,2000,12,DM,M,35,28
31113,7,22,2000,12,DM,M,36,39
31115,7,22,2000,12,DM,M,37,36
31119,7,22,2000,12,DM,F,36,49
31217,8,25,2000,12,DM,F,35,49
31218,8,25,2000,12,DM,M,36,45
31393,9,30,2000,12,DM,M,37,41
31396,9,30,2000,12,DM,F,36,47
31522,11,25,2000,12,DM,F,36,47
31526,11,25,2000,12,DM,M,36,38
31527,11,25,2000,12,DM,M,36,44
31637,12,22,2000,12,DM,M,37,45
31723,1,21,2001,12,DM,F,37,49
31725,1,21,2001,12,DM,M,36,43
31865,3,24,2001,12,DM,F,37,58
31954,4,21,2001,12,DM,F,37,57
32049,5,26,2001,12,DM,M,36,48
32170,6,25,2001,12,DM,F,36,30
32174,6,25,2001,12,DM,M,36,48
32176,6,25,2001,12,DM,F,34,33
32394,8,25,2001,12,DM,F,35,50
32399,8,25,2001,12,DM,M,36,47
32615,9,22,2001,12,DM,F,37,45
32616,9,22,2001,12,DM,M,36,49
32832,10,13,2001,12,DM,M,36,49
32838,10,13,2001,12,DM,F,37,47
33044,11,17,2001,12,DM,F,36,45
33239,12,15,2001,12,DM,M,36,39
33242,12,15,2001,12,DM,F,36,46
33344,1,12,2002,12,DM,M,36,40
33347,1,12,2002,12,DM,F,37,45
33439,2,9,2002,12,DM,F,35,46
33442,2,9,2002,12,DM,M,36,44
33593,3,13,2002,12,DM,M,36,44
33764,4,16,2002,12,DM,M,36,45
33771,4,16,2002,12,DM,M,36,44
33774,4,16,2002,12,DM,F,36,46
33969,5,15,2002,12,DM,F,36,53
33975,5,15,2002,12,DM,M,36,44
34199,6,15,2002,12,DM,F,36,50
34435,7,13,2002,12,DM,F,35,47
34676,9,8,2002,12,DM,F,36,60
34822,10,5,2002,12,DM,M,36,49
34826,10,5,2002,12,DM,F,35,50
35034,11,9,2002,12,DM,F,35,51
35242,12,7,2002,12,DM,M,35,33
35245,12,7,2002,12,DM,F,35,46
35410,12,29,2002,12,DM,F,35,48
35412,12,29,2002,12,DM,M,36,36
32050,5,26,2001,12,PE,M,21,20
32618,9,22,2001,12,PE,F,20,21
33046,11,17,2001,12,PE,M,20,22
33341,1,12,2002,12,PE,F,20,15
33346,1,12,2002,12,PE,M,21,23
33438,2,9,2002,12,PE,F,21,22
33973,5,15,2002,12,PE,F,20,24
33978,5,15,2002,12,PE,M,21,23
34205,6,15,2002,12,PE,F,20,23
34446,7,13,2002,12,PE,M,21,23
35248,12,7,2002,12,PE,F,19,23
30178,1,8,2000,12,PP,M,24,18
30184,1,8,2000,12,PP,M,21,14
30310,2,5,2000,12,PP,M,19,15
30317,2,5,2000,12,PP,M,22,17
30319,2,5,2000,12,PP,M,22,22
30444,3,4,2000,12,PP,M,19,13
30445,3,4,2000,12,PP,F,20,14
30446,3,4,2000,12,PP,F,22,17
30447,3,4,2000,12,PP,M,22,22
30450,3,4,2000,12,PP,M,22,21
30451,3,4,2000,12,PP,M,21,19
30454,3,4,2000,12,PP,F,21,15
30617,4,30,2000,12,PP,F,21,16
30618,4,30,2000,12,PP,F,21,20
30746,6,3,2000,12,PP,F,21,12
30749,6,3,2000,12,PP,M,21,18
30923,7,1,2000,12,PP,F,22,17
30924,7,1,2000,12,PP,M,22,18
30928,7,1,2000,12,PP,M,21,14
30930,7,1,2000,12,PP,F,21,15
31114,7,22,2000,12,PP,M,22,22
31117,7,22,2000,12,PP,F,22,25
31219,8,25,2000,12,PP,M,22,22
31220,8,25,2000,12,PP,F,21,17
31222,8,25,2000,12,PP,M,22,15
31224,8,25,2000,12,PP,F,21,16
31225,8,25,2000,12,PP,F,22,15
31226,8,25,2000,12,PP,F,22,17
31391,9,30,2000,12,PP,F,22,17
31863,3,24,2001,12,PP,M,22,20
31949,4,21,2001,12,PP,M,22,21
31951,4,21,2001,12,PP,F,22,24
31953,4,21,2001,12,PP,F,21,23
32046,5,26,2001,12,PP,M,22,17
32169,6,25,2001,12,PP,M,22,24
32172,6,25,2001,12,PP,F,22,19
32177,6,25,2001,12,PP,F,22,19
32178,6,25,2001,12,PP,F,22,15
32393,8,25,2001,12,PP,F,23,19
32395,8,25,2001,12,PP,M,23,25
32397,8,25,2001,12,PP,F,23,19
32398,8,25,2001,12,PP,F,23,41
32402,8,25,2001,12,PP,F,22,16
32403,8,25,2001,12,PP,M,21,17
32610,9,22,2001,12,PP,M,22,21
32611,9,22,2001,12,PP,F,22,17
32612,9,22,2001,12,PP,M,21,15
32614,9,22,2001,12,PP,F,22,19
32619,9,22,2001,12,PP,F,22,18
32837,10,13,2001,12,PP,F,22,18
33590,3,13,2002,12,PP,M,22,16
33594,3,13,2002,12,PP,M,22,23
33763,4,16,2002,12,PP,F,22,19
33768,4,16,2002,12,PP,F,22,16
33770,4,16,2002,12,PP,F,22,17
33772,4,16,2002,12,PP,F,22,17
33970,5,15,2002,12,PP,M,23,24
33971,5,15,2002,12,PP,F,22,21
33972,5,15,2002,12,PP,F,22,20
33974,5,15,2002,12,PP,M,22,17
33977,5,15,2002,12,PP,M,23,19
33979,5,15,2002,12,PP,M,22,18
34200,6,15,2002,12,PP,M,23,22
34202,6,15,2002,12,PP,F,22,21
34203,6,15,2002,12,PP,M,22,18
34206,6,15,2002,12,PP,F,22,19
34208,6,15,2002,12,PP,F,22,18
34439,7,13,2002,12,PP,F,21,10
34440,7,13,2002,12,PP,F,22,18
34443,7,13,2002,12,PP,F,22,21
34445,7,13,2002,12,PP,M,21,14
34447,7,13,2002,12,PP,M,22,23
34817,10,5,2002,12,PP,F,21,13
34820,10,5,2002,12,PP,F,22,17
34824,10,5,2002,12,PP,M,22,15
34825,10,5,2002,12,PP,F,21,15
35028,11,9,2002,12,PP,M,21,17
35247,12,7,2002,12,PP,M,20,14
30745,6,3,2000,12,SH,M,29,82
30185,1,8,2000,12,OT,F,20,25
30613,4,30,2000,12,OT,M,21,29
30619,4,30,2000,12,OT,F,20,35
30744,6,3,2000,12,OT,F,20,26
30747,6,3,2000,12,OT,F,20,18
30929,7,1,2000,12,OT,F,21,29
31223,8,25,2000,12,OT,M,20,24
31394,9,30,2000,12,OT,F,20,29
31395,9,30,2000,12,OT,M,20,23
31523,11,25,2000,12,OT,F,20,26
31524,11,25,2000,12,OT,M,20,21
31634,12,22,2000,12,OT,M,20,22
31635,12,22,2000,12,OT,F,20,26
31724,1,21,2001,12,OT,F,20,21
31794,3,3,2001,12,OT,M,21,24
31864,3,24,2001,12,OT,M,20,24
32392,8,25,2001,12,OT,M,20,25
32400,8,25,2001,12,OT,M,21,20
