"YEAR","MONTH","DAY","TEMP","PRECIP","SEASON"
1989,9,19,76,0,"Summer"
1989,9,20,74.5,0,"Summer"
1989,9,21,72.5,0,"Summer"
1989,9,22,76.5,1.08,"Summer"
1989,9,23,75.5,0.22,"Summer"
1989,9,24,74,0.24,"Summer"
1989,9,25,75.5,0.04,"Summer"
1989,9,26,79.5,0.03,"Summer"
1989,9,27,78.5,0.07,"Summer"
1989,9,28,79.5,0.19,"Summer"
1989,9,29,81,0,"Summer"
1989,9,30,80.5,0.36,"Summer"
1989,10,1,82,0.35,"Fall"
1989,10,2,75.5,0.19,"Fall"
1989,10,3,76.5,0,"Fall"
1989,10,4,75,0,"Fall"
1989,10,5,76,0,"Fall"
1989,10,6,76.5,0,"Fall"
1989,10,7,75.5,0,"Fall"
1989,10,8,75,0.01,"Fall"
1989,10,9,68.5,0,"Fall"
1989,10,10,69,0,"Fall"
1989,10,11,72.5,0,"Fall"
1989,10,12,76,0.39,"Fall"
1989,10,13,75.5,0,"Fall"
1989,10,14,75.5,0,"Fall"
1989,10,15,76,0,"Fall"
1989,10,16,80,0,"Fall"
1989,10,17,79.5,0,"Fall"
1989,10,18,75,0.07,"Fall"
1989,10,19,56.5,0.01,"Fall"
1989,10,20,47,0,"Fall"
1989,10,21,48.5,0,"Fall"
1989,10,22,55.5,0,"Fall"
1989,10,23,60.5,0,"Fall"
1989,10,24,65.5,0,"Fall"
1989,10,25,64.5,0,"Fall"
1989,10,26,64,0,"Fall"
1989,10,27,70,0,"Fall"
1989,10,28,66.5,0,"Fall"
1989,10,29,69,0,"Fall"
1989,10,30,68.5,0,"Fall"
1989,10,31,69.5,0,"Fall"
1989,11,1,71.5,0,"Fall"
1989,11,2,68.5,0,"Fall"
1989,11,3,60,0,"Fall"
1989,11,4,59.5,0,"Fall"
1989,11,5,64.5,0,"Fall"
1989,11,6,69.5,0,"Fall"
1989,11,7,71.5,0,"Fall"
1989,11,8,73,0,"Fall"
1989,11,9,68,1.04,"Fall"
1989,11,10,61,0,"Fall"
1989,11,11,59,0,"Fall"
1989,11,12,63,0,"Fall"
1989,11,13,65.5,0,"Fall"
1989,11,14,66.5,0,"Fall"
1989,11,15,71,0,"Fall"
1989,11,16,57.5,0.12,"Fall"
1989,11,17,43.5,0,"Fall"
1989,11,18,47,0,"Fall"
1989,11,19,54,0,"Fall"
1989,11,20,56.5,0,"Fall"
1989,11,21,63.5,0,"Fall"
1989,11,22,64.5,0.17,"Fall"
1989,11,23,54.5,0.66,"Fall"
1989,11,24,53,0,"Fall"
1989,11,25,59,0,"Fall"
1989,11,26,67.5,0.15,"Fall"
1989,11,27,64.5,0,"Fall"
1989,11,28,71,0,"Fall"
1989,11,29,58,0,"Fall"
1989,11,30,47,0,"Fall"
1989,12,1,49.5,0,"Fall"
1989,12,2,59,0,"Fall"
1989,12,3,48,0,"Fall"
1989,12,4,37.5,0,"Fall"
1989,12,5,47,0,"Fall"
1989,12,6,55.5,0,"Fall"
1989,12,7,60.5,0,"Fall"
1989,12,8,68.5,1.36,"Fall"
1989,12,9,55.5,0.06,"Fall"
1989,12,10,42.5,0,"Fall"
1989,12,11,48,0,"Fall"
1989,12,12,56.5,0.08,"Fall"
1989,12,13,47,0,"Fall"
1989,12,14,41,0,"Fall"
1989,12,15,46,0,"Fall"
1989,12,16,46,0.23,"Fall"
1989,12,17,45,0.02,"Fall"
1989,12,18,44.5,0.21,"Fall"
1989,12,19,52,0.23,"Fall"
1989,12,20,47.5,0.38,"Fall"
1989,12,21,48,0,"Fall"
1989,12,22,36.5,0.29,"Fall"
1989,12,23,27.5,0.27,"Fall"
1989,12,24,23,0,"Fall"
1989,12,25,31.5,0,"Fall"
1989,12,26,44,0,"Fall"
1989,12,27,45.5,0,"Fall"
1989,12,28,52.5,0,"Fall"
1989,12,29,53,0,"Fall"
1989,12,30,56.5,0,"Fall"
1989,12,31,66.5,0,"Fall"
1990,1,1,54,0.63,"Winter"
1990,1,2,49.5,0,"Winter"
1990,1,3,57.5,0,"Winter"
1990,1,4,63,0,"Winter"
1990,1,5,68,0,"Winter"
1990,1,6,66.5,0.37,"Winter"
1990,1,7,67.5,0.07,"Winter"
1990,1,8,60,0.1,"Winter"
1990,1,9,54.5,0,"Winter"
1990,1,10,57.5,0,"Winter"
1990,1,11,57.5,0,"Winter"
1990,1,12,57.5,0,"Winter"
1990,1,13,42.5,0,"Winter"
1990,1,14,47,0,"Winter"
1990,1,15,55.5,0,"Winter"
1990,1,16,61,0,"Winter"
1990,1,17,65,0,"Winter"
1990,1,18,65.5,0,"Winter"
1990,1,19,65,0,"Winter"
1990,1,20,69.5,0,"Winter"
1990,1,21,67.5,0,"Winter"
1990,1,22,55,0,"Winter"
1990,1,23,51,0,"Winter"
1990,1,24,62,0,"Winter"
1990,1,25,70.5,0.17,"Winter"
1990,1,26,46.5,0.06,"Winter"
1990,1,27,47.5,0,"Winter"
1990,1,28,59,0,"Winter"
1990,1,29,63.5,0,"Winter"
1990,1,30,65.5,0.27,"Winter"
1990,1,31,63.5,0.3,"Winter"
1990,2,1,68,0,"Winter"
1990,2,2,72,0,"Winter"
1990,2,3,71,0.01,"Winter"
1990,2,4,70.5,0,"Winter"
1990,2,5,54.5,0,"Winter"
1990,2,6,58.5,0,"Winter"
1990,2,7,67,0,"Winter"
1990,2,8,64.5,0,"Winter"
1990,2,9,71.5,0,"Winter"
1990,2,10,69,0.99,"Winter"
1990,2,11,59,0.02,"Winter"
1990,2,12,58.5,0,"Winter"
1990,2,13,57.5,0,"Winter"
1990,2,14,63.5,0,"Winter"
1990,2,15,71,0,"Winter"
1990,2,16,73.5,0,"Winter"
1990,2,17,69,0.67,"Winter"
1990,2,18,69,0,"Winter"
1990,2,19,72.5,0.08,"Winter"
1990,2,20,60.5,0.24,"Winter"
1990,2,21,63,0.04,"Winter"
1990,2,22,70,0.23,"Winter"
1990,2,23,59.5,1.26,"Winter"
1990,2,24,53.5,0,"Winter"
1990,2,25,53,0,"Winter"
1990,2,26,51,0,"Winter"
1990,2,27,56.5,0,"Winter"
1990,2,28,60,0,"Winter"
1990,3,1,62,0,"Winter"
1990,3,2,64,0,"Winter"
1990,3,3,62.5,0.49,"Winter"
1990,3,4,61.5,0,"Winter"
1990,3,5,61,0,"Winter"
1990,3,6,64,0,"Winter"
1990,3,7,62.5,0.07,"Winter"
1990,3,8,63.5,0.01,"Winter"
1990,3,9,63.5,0,"Winter"
1990,3,10,65,0,"Winter"
1990,3,11,68,0,"Winter"
1990,3,12,65,0,"Winter"
1990,3,13,69,0,"Winter"
1990,3,14,69,0,"Winter"
1990,3,15,73,0,"Winter"
1990,3,16,76.5,0,"Winter"
1990,3,17,68.5,0.41,"Winter"
1990,3,18,61.5,0,"Winter"
1990,3,19,60.5,0,"Winter"
1990,3,20,51.5,0,"Winter"
1990,3,21,53.5,0,"Winter"
1990,3,22,57,0,"Winter"
1990,3,23,60.5,0,"Winter"
1990,3,24,62,0,"Winter"
1990,3,25,65.5,0,"Winter"
1990,3,26,67.5,0,"Winter"
1990,3,27,65,0,"Winter"
1990,3,28,68,0.01,"Winter"
1990,3,29,74,0,"Winter"
1990,3,30,71,0.5,"Winter"
1990,3,31,70,0.33,"Winter"
1990,4,1,70,0,"Spring"
1990,4,2,69.5,1.9,"Spring"
1990,4,3,60,0,"Spring"
1990,4,4,54,0,"Spring"
1990,4,5,59,0,"Spring"
1990,4,6,63.5,0,"Spring"
1990,4,7,59.5,0,"Spring"
1990,4,8,58.5,0,"Spring"
1990,4,9,67,0,"Spring"
1990,4,10,68.5,0,"Spring"
1990,4,11,66,0.22,"Spring"
1990,4,12,57,0,"Spring"
1990,4,13,57.5,0,"Spring"
1990,4,14,64,0,"Spring"
1990,4,15,65.5,0,"Spring"
1990,4,16,68,0,"Spring"
1990,4,17,71,0,"Spring"
1990,4,18,70,0,"Spring"
1990,4,19,68,0.16,"Spring"
1990,4,20,67,0,"Spring"
1990,4,21,67.5,0,"Spring"
1990,4,22,69.5,0.02,"Spring"
1990,4,23,68.5,0.45,"Spring"
1990,4,24,68,0,"Spring"
1990,4,25,68,0,"Spring"
1990,4,26,69,0,"Spring"
1990,4,27,70,0,"Spring"
1990,4,28,71.5,0.03,"Spring"
1990,4,29,75.5,0,"Spring"
1990,4,30,76,0,"Spring"
1990,5,1,80,0,"Spring"
1990,5,2,79.5,0,"Spring"
1990,5,3,76.5,0,"Spring"
1990,5,4,78.5,0,"Spring"
1990,5,5,79.5,0.04,"Spring"
1990,5,6,68.5,0,"Spring"
1990,5,7,68,0,"Spring"
1990,5,8,66,0,"Spring"
1990,5,9,73.5,0.28,"Spring"
1990,5,10,78.5,0.18,"Spring"
1990,5,11,69,0,"Spring"
1990,5,12,71,0,"Spring"
1990,5,13,80,0,"Spring"
1990,5,14,79,0.1,"Spring"
1990,5,15,79,0,"Spring"
1990,5,16,80,0,"Spring"
1990,5,17,78.5,0,"Spring"
1990,5,18,77.5,0,"Spring"
1990,5,19,76.5,0.05,"Spring"
1990,5,20,80,0,"Spring"
1990,5,21,79.5,0,"Spring"
1990,5,22,75,0.11,"Spring"
1990,5,23,75.5,0,"Spring"
1990,5,24,76.5,0,"Spring"
1990,5,25,76.5,0,"Spring"
1990,5,26,79,0,"Spring"
1990,5,27,80,0.1,"Spring"
1990,5,28,79.5,0,"Spring"
1990,5,29,76.5,0,"Spring"
1990,5,30,73.5,0,"Spring"
1990,5,31,75,0,"Spring"
1990,6,1,79.5,0,"Spring"
1990,6,2,81.5,0.97,"Spring"
1990,6,3,81,0,"Spring"
1990,6,4,77.5,0.7,"Spring"
1990,6,5,80.5,0.77,"Spring"
1990,6,6,82,0.19,"Spring"
1990,6,7,79,0.19,"Spring"
1990,6,8,78.5,0,"Spring"
1990,6,9,79.5,0,"Spring"
1990,6,10,79.5,0,"Spring"
1990,6,11,81,0,"Spring"
1990,6,12,78,0,"Spring"
1990,6,13,74,0,"Spring"
1990,6,14,75.5,0,"Spring"
1990,6,15,78.5,0,"Spring"
1990,6,16,81.5,0,"Spring"
1990,6,17,81,0.4,"Spring"
1990,6,18,80.5,0,"Spring"
1990,6,19,82,0,"Spring"
1990,6,20,87,0,"Spring"
1990,6,21,86,0.76,"Spring"
1990,6,22,79,0.85,"Spring"
1990,6,23,77,4.31,"Spring"
1990,6,24,78.5,0,"Spring"
1990,6,25,79,0,"Spring"
1990,6,26,80,1.17,"Spring"
1990,6,27,74.5,0,"Spring"
1990,6,28,80.5,0.01,"Spring"
1990,6,29,81.5,0.95,"Spring"
1990,6,30,82.5,0,"Spring"
1990,7,1,84.5,0,"Summer"
1990,7,2,79,2.29,"Summer"
1990,7,3,76.5,0.06,"Summer"
1990,7,4,77.5,0.01,"Summer"
1990,7,5,80,0,"Summer"
1990,7,6,82,0,"Summer"
1990,7,7,87,0,"Summer"
1990,7,8,84.5,0,"Summer"
1990,7,9,83,0,"Summer"
1990,7,10,83,0.28,"Summer"
1990,7,11,81,0,"Summer"
1990,7,12,82,0.2,"Summer"
1990,7,13,77,1.26,"Summer"
1990,7,14,73.5,1.47,"Summer"
1990,7,15,79.5,0.19,"Summer"
1990,7,16,80,0,"Summer"
1990,7,17,79,0,"Summer"
1990,7,18,80,0.1,"Summer"
1990,7,19,80.5,0,"Summer"
1990,7,20,79.5,0.19,"Summer"
1990,7,21,81.5,0.12,"Summer"
1990,7,22,81,0.15,"Summer"
1990,7,23,83.5,0,"Summer"
1990,7,24,83,0,"Summer"
1990,7,25,83.5,0,"Summer"
1990,7,26,80.5,0.07,"Summer"
1990,7,27,80.5,0,"Summer"
1990,7,28,77,0.02,"Summer"
1990,7,29,81.5,0,"Summer"
1990,7,30,80,0,"Summer"
1990,7,31,83,0,"Summer"
1990,8,1,85.5,0,"Summer"
1990,8,2,83,0.25,"Summer"
1990,8,3,81.5,0.05,"Summer"
1990,8,4,81,0,"Summer"
1990,8,5,82,0,"Summer"
1990,8,6,82.5,0,"Summer"
1990,8,7,83,0.22,"Summer"
1990,8,8,81,0.32,"Summer"
1990,8,9,76,0.01,"Summer"
1990,8,10,80.5,0,"Summer"
1990,8,11,76.5,0,"Summer"
1990,8,12,78.5,0,"Summer"
1990,8,13,80,0.16,"Summer"
1990,8,14,78,0.04,"Summer"
1990,8,15,80,0,"Summer"
1990,8,16,82,0,"Summer"
1990,8,17,83,0.14,"Summer"
1990,8,18,82.5,0.05,"Summer"
1990,8,19,81,0,"Summer"
1990,8,20,80.5,0,"Summer"
1990,8,21,81,0,"Summer"
1990,8,22,79.5,0.2,"Summer"
1990,8,23,79,0.19,"Summer"
1990,8,24,80.5,0,"Summer"
1990,8,25,80.5,0,"Summer"
1990,8,26,82,0.5,"Summer"
1990,8,27,83,1.67,"Summer"
1990,8,28,81.5,0,"Summer"
1990,8,29,83.5,0,"Summer"
1990,8,30,81,0.28,"Summer"
1990,8,31,77.5,0,"Summer"
1990,9,1,82.5,0.71,"Summer"
1990,9,2,80,0.55,"Summer"
1990,9,3,79,0,"Summer"
1990,9,4,78.5,0,"Summer"
1990,9,5,78.5,0.44,"Summer"
1990,9,6,76.5,0,"Summer"
1990,9,7,78,0,"Summer"
1990,9,8,81,0,"Summer"
1990,9,9,82,0,"Summer"
1990,9,10,81.5,0,"Summer"
1990,9,11,80.5,0,"Summer"
1990,9,12,80.5,0,"Summer"
1990,9,13,80.5,0,"Summer"
1990,9,14,79,0,"Summer"
1990,9,15,78.5,0.34,"Summer"
1990,9,16,80.5,0.18,"Summer"
1990,9,17,83,0,"Summer"
1990,9,18,79.5,0,"Summer"
1990,9,19,77.5,0,"Summer"
1990,9,20,77.5,0,"Summer"
1990,9,21,78.5,0,"Summer"
1990,9,22,80,0,"Summer"
1990,9,23,76,0,"Summer"
1990,9,24,68.5,0,"Summer"
1990,9,25,70,0,"Summer"
1990,9,26,77,0,"Summer"
1990,9,27,77,0,"Summer"
1990,9,28,77,0.65,"Summer"
1990,9,29,74.5,0.12,"Summer"
1990,9,30,75,0,"Summer"
1990,10,1,75.5,0,"Fall"
1990,10,2,76.5,0,"Fall"
1990,10,3,78.5,0,"Fall"
1990,10,4,79.5,0,"Fall"
1990,10,5,79,0.03,"Fall"
1990,10,6,77.5,0.11,"Fall"
1990,10,7,76.5,0,"Fall"
1990,10,8,77,0,"Fall"
1990,10,9,78,0.07,"Fall"
1990,10,10,77.5,0.98,"Fall"
1990,10,11,79,0.31,"Fall"
1990,10,12,76.5,0,"Fall"
1990,10,13,78.5,0,"Fall"
1990,10,14,74.5,0,"Fall"
1990,10,15,74.5,0,"Fall"
1990,10,16,73.5,0,"Fall"
1990,10,17,76.5,0,"Fall"
1990,10,18,74.5,0.06,"Fall"
1990,10,19,67,0,"Fall"
1990,10,20,71.5,0,"Fall"
1990,10,21,74,1.53,"Fall"
1990,10,22,76.5,0,"Fall"
1990,10,23,72,0.07,"Fall"
1990,10,24,67,0,"Fall"
1990,10,25,59.5,0,"Fall"
1990,10,26,53,0,"Fall"
1990,10,27,57.5,0,"Fall"
1990,10,28,61.5,0,"Fall"
1990,10,29,61.5,0,"Fall"
1990,10,30,64.5,0,"Fall"
1990,10,31,64.5,0,"Fall"
1990,11,1,67,0,"Fall"
1990,11,2,68.5,0,"Fall"
1990,11,3,72,0,"Fall"
1990,11,4,71,0,"Fall"
1990,11,5,68,0,"Fall"
1990,11,6,65,0,"Fall"
1990,11,7,64,0,"Fall"
1990,11,8,64.5,0,"Fall"
1990,11,9,70.5,1.04,"Fall"
1990,11,10,60.5,0.01,"Fall"
1990,11,11,55,0,"Fall"
1990,11,12,58.5,0,"Fall"
1990,11,13,62.5,0,"Fall"
1990,11,14,62,0,"Fall"
1990,11,15,67,0,"Fall"
1990,11,16,65,0,"Fall"
1990,11,17,60,0,"Fall"
1990,11,18,54.5,0,"Fall"
1990,11,19,51.5,0,"Fall"
1990,11,20,53.5,0,"Fall"
1990,11,21,58,0,"Fall"
1990,11,22,64.5,0,"Fall"
1990,11,23,63,0.16,"Fall"
1990,11,24,65,0,"Fall"
1990,11,25,62.5,0,"Fall"
1990,11,26,65.5,0,"Fall"
1990,11,27,69,0.27,"Fall"
1990,11,28,76,0.36,"Fall"
1990,11,29,62,0,"Fall"
1990,11,30,52.5,0,"Fall"
1990,12,1,61.5,0,"Fall"
1990,12,2,67.5,0,"Fall"
1990,12,3,70,0.15,"Fall"
1990,12,4,54.5,0.02,"Fall"
1990,12,5,45,0,"Fall"
1990,12,6,53,0,"Fall"
1990,12,7,57,1,"Fall"
1990,12,8,47,0,"Fall"
1990,12,9,50,0,"Fall"
1990,12,10,51.5,0,"Fall"
1990,12,11,54,0,"Fall"
1990,12,12,52,0,"Fall"
1990,12,13,56.5,0,"Fall"
1990,12,14,59,0,"Fall"
1990,12,15,61.5,0,"Fall"
1990,12,16,65,0,"Fall"
1990,12,17,63.5,0,"Fall"
1990,12,18,65,0,"Fall"
1990,12,19,73.5,0,"Fall"
1990,12,20,72,0,"Fall"
1990,12,21,71.5,0,"Fall"
1990,12,22,69,0,"Fall"
1990,12,23,70,0,"Fall"
1990,12,24,55,0.07,"Fall"
1990,12,25,45,0,"Fall"
1990,12,26,58.5,0,"Fall"
1990,12,27,64,0,"Fall"
1990,12,28,60,0.03,"Fall"
1990,12,29,69.5,0.01,"Fall"
1990,12,30,74,0,"Fall"
1990,12,31,69,0,"Fall"
1991,1,1,65.5,0,"Winter"
1991,1,2,63,0,"Winter"
1991,1,3,62.5,0,"Winter"
1991,1,4,57,0,"Winter"
1991,1,5,61.5,0,"Winter"
1991,1,6,67.5,0,"Winter"
1991,1,7,71.5,0,"Winter"
1991,1,8,57,0,"Winter"
1991,1,9,51,0,"Winter"
1991,1,10,62.5,0.08,"Winter"
1991,1,11,70.5,1.7,"Winter"
1991,1,12,58.5,0.04,"Winter"
1991,1,13,44.5,0,"Winter"
1991,1,14,45,0,"Winter"
1991,1,15,60,0.21,"Winter"
1991,1,16,61,0.08,"Winter"
1991,1,17,50.5,0,"Winter"
1991,1,18,49.5,0,"Winter"
1991,1,19,61,1.12,"Winter"
1991,1,20,56.5,0.05,"Winter"
1991,1,21,52.5,0,"Winter"
1991,1,22,44.5,0,"Winter"
1991,1,23,46,0,"Winter"
1991,1,24,62,0.82,"Winter"
1991,1,25,47.5,0.09,"Winter"
1991,1,26,50.5,0,"Winter"
1991,1,27,50.5,0,"Winter"
1991,1,28,63.5,1.31,"Winter"
1991,1,29,65,0.39,"Winter"
1991,1,30,70.5,0.33,"Winter"
1991,1,31,57.5,0.44,"Winter"
1991,2,1,55,0,"Winter"
1991,2,2,58,0.04,"Winter"
1991,2,3,66,0,"Winter"
1991,2,4,64.5,0,"Winter"
1991,2,5,62,0,"Winter"
1991,2,6,63,0.03,"Winter"
1991,2,7,63,0.04,"Winter"
1991,2,8,53,0,"Winter"
1991,2,9,55,0,"Winter"
1991,2,10,56.5,0,"Winter"
1991,2,11,59,0,"Winter"
1991,2,12,51.5,0,"Winter"
1991,2,13,63.5,0,"Winter"
1991,2,14,65,0.21,"Winter"
1991,2,15,44.5,0,"Winter"
1991,2,16,37,0,"Winter"
1991,2,17,45.5,0,"Winter"
1991,2,18,60.5,0,"Winter"
1991,2,19,67.5,0,"Winter"
1991,2,20,70,0,"Winter"
1991,2,21,67.5,0,"Winter"
1991,2,22,69.5,0,"Winter"
1991,2,23,69,0,"Winter"
1991,2,24,61.5,0,"Winter"
1991,2,25,60.5,0,"Winter"
1991,2,26,59.5,0,"Winter"
1991,2,27,51.5,0,"Winter"
1991,2,28,58,0,"Winter"
1991,3,1,70.5,0.09,"Winter"
1991,3,2,63.5,3.31,"Winter"
1991,3,3,67,0.67,"Winter"
1991,3,4,51,0,"Winter"
1991,3,5,55,0,"Winter"
1991,3,6,61.5,0,"Winter"
1991,3,7,71,0,"Winter"
1991,3,8,66,0.31,"Winter"
1991,3,9,53.5,0.03,"Winter"
1991,3,10,48,0,"Winter"
1991,3,11,50,0,"Winter"
1991,3,12,55,0,"Winter"
1991,3,13,60.5,0.12,"Winter"
1991,3,14,68,0,"Winter"
1991,3,15,56.5,0.07,"Winter"
1991,3,16,54.5,0.32,"Winter"
1991,3,17,58.5,2.37,"Winter"
1991,3,18,70.5,0.79,"Winter"
1991,3,19,62,0,"Winter"
1991,3,20,60.5,0,"Winter"
1991,3,21,66,0,"Winter"
1991,3,22,71.5,0,"Winter"
1991,3,23,72,0,"Winter"
1991,3,24,74.5,0,"Winter"
1991,3,25,72.5,0,"Winter"
1991,3,26,69,0,"Winter"
1991,3,27,76,0,"Winter"
1991,3,28,76,0,"Winter"
1991,3,29,75,0.3,"Winter"
1991,3,30,66,0.4,"Winter"
1991,3,31,61.5,0,"Winter"
1991,4,1,62,0,"Spring"
1991,4,2,61,0,"Spring"
1991,4,3,62.5,0,"Spring"
1991,4,4,68.5,0.24,"Spring"
1991,4,5,71.5,0.01,"Spring"
1991,4,6,73,0,"Spring"
1991,4,7,73.5,0.6,"Spring"
1991,4,8,75,0.02,"Spring"
1991,4,9,75.5,0.25,"Spring"
1991,4,10,73,0.87,"Spring"
1991,4,11,72.5,0,"Spring"
1991,4,12,74,0,"Spring"
1991,4,13,73,0,"Spring"
1991,4,14,73,0,"Spring"
1991,4,15,74,0,"Spring"
1991,4,16,73,0.24,"Spring"
1991,4,17,69,1.34,"Spring"
1991,4,18,71.5,0,"Spring"
1991,4,19,72,0.01,"Spring"
1991,4,20,69,1.15,"Spring"
1991,4,21,65.5,0,"Spring"
1991,4,22,65.5,0,"Spring"
1991,4,23,69,0.31,"Spring"
1991,4,24,78,0,"Spring"
1991,4,25,69,0.96,"Spring"
1991,4,26,72.5,0.02,"Spring"
1991,4,27,78.5,0,"Spring"
1991,4,28,81.5,0,"Spring"
1991,4,29,81,0,"Spring"
1991,4,30,82,0,"Spring"
1991,5,1,78.5,1.44,"Spring"
1991,5,2,77,0,"Spring"
1991,5,3,75,0,"Spring"
1991,5,4,79.5,0,"Spring"
1991,5,5,80.5,0,"Spring"
1991,5,6,78.5,0.11,"Spring"
1991,5,7,75.5,0.04,"Spring"
1991,5,8,79.5,0,"Spring"
1991,5,9,79,0,"Spring"
1991,5,10,78.5,0,"Spring"
1991,5,11,76,0.41,"Spring"
1991,5,12,75,0,"Spring"
1991,5,13,77,0.03,"Spring"
1991,5,14,81,0,"Spring"
1991,5,15,81,0,"Spring"
1991,5,16,78.5,0.45,"Spring"
1991,5,17,79.5,0,"Spring"
1991,5,18,81,0,"Spring"
1991,5,19,77.5,0.06,"Spring"
1991,5,20,81,0.01,"Spring"
1991,5,21,79.5,0,"Spring"
1991,5,22,79.5,0,"Spring"
1991,5,23,77,0.31,"Spring"
1991,5,24,78.5,0.15,"Spring"
1991,5,25,79,0,"Spring"
1991,5,26,79.5,1.3,"Spring"
1991,5,27,81,0.44,"Spring"
1991,5,28,82.5,0,"Spring"
1991,5,29,81.5,0.19,"Spring"
1991,5,30,78.5,0.01,"Spring"
1991,5,31,76,1.29,"Spring"
1991,6,1,76.5,0,"Spring"
1991,6,2,81,0,"Spring"
1991,6,3,81,0,"Spring"
1991,6,4,79.5,0.63,"Spring"
1991,6,5,75.5,2.41,"Spring"
1991,6,6,69,0.67,"Spring"
1991,6,7,67.5,0.9,"Spring"
1991,6,8,73,0,"Spring"
1991,6,9,76,0,"Spring"
1991,6,10,76,0,"Spring"
1991,6,11,75,0,"Spring"
1991,6,12,76.5,0,"Spring"
1991,6,13,77,0,"Spring"
1991,6,14,80,0,"Spring"
1991,6,15,82,0,"Spring"
1991,6,16,82.5,0,"Spring"
1991,6,17,82.5,0.5,"Spring"
1991,6,18,81.5,0,"Spring"
1991,6,19,81,0.19,"Spring"
1991,6,20,82.5,0,"Spring"
1991,6,21,83.5,0,"Spring"
1991,6,22,82,0,"Spring"
1991,6,23,84,0,"Spring"
1991,6,24,82,0.32,"Spring"
1991,6,25,80.5,0.22,"Spring"
1991,6,26,80,0.61,"Spring"
1991,6,27,81,0,"Spring"
1991,6,28,82.5,0,"Spring"
1991,6,29,81,0.12,"Spring"
1991,6,30,80,0.01,"Spring"
1991,7,1,83,0.31,"Summer"
1991,7,2,82,0,"Summer"
1991,7,3,82.5,0.07,"Summer"
1991,7,4,83,0,"Summer"
1991,7,5,82,0.03,"Summer"
1991,7,6,79.5,0.47,"Summer"
1991,7,7,82,0,"Summer"
1991,7,8,80.5,0.08,"Summer"
1991,7,9,79,1.01,"Summer"
1991,7,10,80,0.33,"Summer"
1991,7,11,76.5,0,"Summer"
1991,7,12,78,0.32,"Summer"
1991,7,13,82,0,"Summer"
1991,7,14,83.5,0.27,"Summer"
1991,7,15,81.5,0.26,"Summer"
1991,7,16,81.5,0.07,"Summer"
1991,7,17,80,1.16,"Summer"
1991,7,18,78.5,0.33,"Summer"
1991,7,19,82,0.18,"Summer"
1991,7,20,80,0,"Summer"
1991,7,21,79.5,0,"Summer"
1991,7,22,83,0.14,"Summer"
1991,7,23,82,0,"Summer"
1991,7,24,82,0,"Summer"
1991,7,25,81,0,"Summer"
1991,7,26,78.5,0.35,"Summer"
1991,7,27,80,0.18,"Summer"
1991,7,28,80,0,"Summer"
1991,7,29,80.5,0.36,"Summer"
1991,7,30,78.5,0.06,"Summer"
1991,7,31,78,1.27,"Summer"
1991,8,1,78.5,0.24,"Summer"
1991,8,2,78.5,0.06,"Summer"
1991,8,3,80,0.11,"Summer"
1991,8,4,82,0,"Summer"
1991,8,5,81,0.24,"Summer"
1991,8,6,83,0,"Summer"
1991,8,7,83.5,0,"Summer"
1991,8,8,82.5,0.76,"Summer"
1991,8,9,82,0.19,"Summer"
1991,8,10,82.5,0.18,"Summer"
1991,8,11,82.5,0,"Summer"
1991,8,12,82,0,"Summer"
1991,8,13,82,0.04,"Summer"
1991,8,14,81,0,"Summer"
1991,8,15,78.5,0.62,"Summer"
1991,8,16,79,0,"Summer"
1991,8,17,81.5,0,"Summer"
1991,8,18,80,0,"Summer"
1991,8,19,80,0.14,"Summer"
1991,8,20,79.5,0.04,"Summer"
1991,8,21,81,0,"Summer"
1991,8,22,78.5,0,"Summer"
1991,8,23,79.5,0.13,"Summer"
1991,8,24,79.5,0.23,"Summer"
1991,8,25,78.5,0.01,"Summer"
1991,8,26,83,0.12,"Summer"
1991,8,27,81.5,0,"Summer"
1991,8,28,80,0.86,"Summer"
1991,8,29,79.5,0,"Summer"
1991,8,30,80,0.05,"Summer"
1991,8,31,78.5,0,"Summer"
1991,9,1,79.5,0,"Summer"
1991,9,2,77.5,0.02,"Summer"
1991,9,3,77.5,0.24,"Summer"
1991,9,4,79.5,0,"Summer"
1991,9,5,81,0.16,"Summer"
1991,9,6,82,0,"Summer"
1991,9,7,81.5,0,"Summer"
1991,9,8,80.5,0,"Summer"
1991,9,9,78,0,"Summer"
1991,9,10,77.5,0,"Summer"
1991,9,11,78.5,0,"Summer"
1991,9,12,80.5,0,"Summer"
1991,9,13,81.5,0,"Summer"
1991,9,14,80.5,0.02,"Summer"
1991,9,15,80.5,0,"Summer"
1991,9,16,80.5,0,"Summer"
1991,9,17,78.5,0,"Summer"
1991,9,18,79,0,"Summer"
1991,9,19,80.5,0,"Summer"
1991,9,20,76.5,0,"Summer"
1991,9,21,74.5,0,"Summer"
1991,9,22,74.5,0,"Summer"
1991,9,23,77.5,0,"Summer"
1991,9,24,78,0,"Summer"
1991,9,25,76,0.93,"Summer"
1991,9,26,71,0,"Summer"
1991,9,27,68,0,"Summer"
1991,9,28,72,0,"Summer"
1991,9,29,70,1.03,"Summer"
1991,9,30,75.5,0,"Summer"
1991,10,1,74.5,0.76,"Fall"
1991,10,2,74,0,"Fall"
1991,10,3,74,0,"Fall"
1991,10,4,75,0.01,"Fall"
1991,10,5,79,0.29,"Fall"
